,Date,Open,High,Low,Close,Volume,Adj Close
27,2012-02-10,490.95996,497.62,488.55005,493.41998,157825500,66.4888
28,2012-02-13,499.53,503.82996,497.09003,502.60004,129304000,67.72582
29,2012-02-14,504.66003,509.56003,502.0,509.45999000000006,115099600,68.65021
30,2012-02-15,514.26001,526.2900400000002,496.89005,497.66998,376530000,67.06149
31,2012-02-16,491.5,504.88995,486.63,502.21005,236138000,67.67327
32,2012-02-17,503.11005,507.76996,500.29999,502.12,133951300,67.66114
33,2012-02-21,506.88,514.85004,504.12,514.85004,151398800,69.37652
34,2012-02-22,513.08002,515.49005,509.07001,513.03998,120825600,69.13261
35,2012-02-23,515.08002,517.8299599999998,509.5,516.38995,142006900,69.58403
36,2012-02-24,519.66998,522.89996,518.64001,522.40997,103768000,70.39523
37,2012-02-27,521.3100599999998,528.5,516.28003,525.75995,136895500,70.84664000000002
38,2012-02-28,527.96002,535.40997,525.84998,535.40997,150096800,72.14699
39,2012-02-29,541.55994,547.61005,535.7000099999998,542.44,238002800,73.0943
40,2012-03-01,548.16998,548.2099599999998,538.76996,544.47003,170817500,73.36784
41,2012-03-02,544.23999,546.80005,542.52002,545.1799900000002,107928100,73.46351
42,2012-03-05,545.41998,547.48004,526.0,533.15997,202281100,71.8438
43,2012-03-06,523.65997,533.69,516.21997,530.26001,202559700,71.45303
44,2012-03-07,536.79993,537.77997,523.2999900000002,530.69,199630200,71.51097
45,2012-03-08,534.69006,542.98999,532.12,541.98999,129114300,73.03365
46,2012-03-09,544.21008,547.73999,543.10999,545.1700400000002,104729800,73.46217
47,2012-03-12,548.97998,552.0,547.0,552.0,101820600,74.38251
48,2012-03-13,557.53998,568.1799900000002,555.75,568.09998,172713800,76.55199999999998
49,2012-03-14,578.0499900000002,594.71997,575.39996,589.5799599999998,354711000,79.44645
50,2012-03-15,599.60999,600.01001,578.5499900000002,585.56,289929500,78.90475
51,2012-03-16,584.72003,589.2000099999998,578.0,585.57007,206371900,78.90611
52,2012-03-19,598.37,601.76996,589.0499900000002,601.09998,225309000,80.99879
53,2012-03-20,599.51001,606.89996,591.47998,605.9599599999998,204165500,81.65366999999998
54,2012-03-21,602.73999,609.65002,601.40997,602.5,161010500,81.18743
55,2012-03-22,597.77997,604.5,595.52997,599.34003,155967700,80.76163000000003
56,2012-03-23,600.48999,601.7999900000002,594.40002,596.0499900000002,107622200,80.31829
57,2012-03-26,599.7900400000002,607.14996,595.26001,606.98004,148935500,81.79111999999998
58,2012-03-27,606.17993,616.28003,606.06,614.48004,151782400,82.80175
59,2012-03-28,618.38,621.4500099999998,610.31,617.62,163865100,83.22487
60,2012-03-29,612.78003,616.56,607.22998,609.86005,152059600,82.17921
61,2012-03-30,608.76996,610.5600599999998,597.94,599.5499900000002,182759500,80.78992
62,2012-04-02,601.8299599999998,618.77002,600.38,618.62994,149587900,83.36095999999998
63,2012-04-03,627.30005,632.2099599999998,622.51001,629.32007,208639900,84.80145999999998
64,2012-04-04,624.35004,625.85999,617.0,624.31,143245200,84.12635
65,2012-04-05,626.97998,634.65997,623.39996,633.6799900000002,160324500,85.38896
66,2012-04-09,626.13,639.83997,625.2999900000002,636.22998,149384200,85.73258
67,2012-04-10,639.9299900000002,644.0,626.0,628.4399400000002,222431300,84.68287
68,2012-04-11,636.19995,636.87,623.33997,626.19995,174153700,84.38103000000002
69,2012-04-12,625.0,631.33002,620.5,622.76996,153584200,83.91883
70,2012-04-13,624.10999,624.7000099999998,603.51001,605.23004,214911200,81.55530999999998
71,2012-04-16,610.06,610.28003,578.25,580.12994,262696700,78.17305
72,2012-04-17,578.94,610.0,571.91003,609.7000099999998,256382000,82.15764
73,2012-04-18,613.72003,620.25,602.71002,608.33997,238632800,81.97437
74,2012-04-19,600.21997,604.72998,584.52002,587.44,208679800,79.15808
75,2012-04-20,591.38,594.62,570.41998,572.97998,257746300,77.20959
76,2012-04-23,570.60999,576.6700400000002,556.62,571.7000099999998,241632300,77.03711
77,2012-04-24,562.61005,567.69,555.0,560.28003,269037300,75.49825
78,2012-04-25,615.64001,618.0,606.0,610.0,226444400,82.19807
79,2012-04-26,614.27002,614.69,602.13,607.70007,134017100,81.88815
80,2012-04-27,605.06995,606.17993,600.5,603.0,101680600,81.25480999999998
81,2012-04-30,597.7999900000002,598.39996,583.0,583.97998,126536200,78.69185
82,2012-05-01,584.89996,596.76001,581.23004,582.13,152749800,78.44256
83,2012-05-02,580.24005,587.40002,578.86005,585.98004,106847300,78.96136
84,2012-05-03,590.5,591.39996,580.2999900000002,581.8200099999998,97637400,78.40079
85,2012-05-04,577.08002,578.36005,565.16998,565.25,132498100,76.16796
86,2012-05-07,561.5,572.77002,561.22998,569.47998,115029600,76.73796
87,2012-05-08,569.5799599999998,571.5,558.72998,568.1799900000002,124313000,76.56278
88,2012-05-09,563.7000099999998,573.97998,560.84998,569.18005,120176000,76.69753
89,2012-05-10,574.58002,575.88,568.44,570.52002,83300000,76.87810999999998
90,2012-05-11,565.0,574.46997,564.34998,566.71002,99886500,76.3647
91,2012-05-14,562.5700099999998,567.51001,557.59998,558.21997,88156600,75.22066
92,2012-05-15,561.44995,563.21997,551.75,553.1700400000002,119084000,74.54018
93,2012-05-16,554.0499900000002,556.88995,541.03998,546.08002,140224000,73.58479
94,2012-05-17,545.31,547.5,530.12,530.12,179305000,71.43417
95,2012-05-18,533.9599599999998,543.40997,522.17993,530.38,183073100,71.46919
96,2012-05-21,534.5,561.5400400000002,534.05005,561.28003,157776500,75.633
97,2012-05-22,569.55005,573.88,552.58002,556.96997,173717600,75.05221999999998
98,2012-05-23,557.5,572.7999900000002,553.23004,570.56,146224400,76.88348
99,2012-05-24,575.87,576.5,561.22998,565.3200099999998,124057500,76.1774
100,2012-05-25,564.58997,565.84998,558.47003,562.28998,82126800,75.7691
101,2012-05-29,570.89996,574.0,565.31,572.27002,95127200,77.11391
102,2012-05-30,569.20007,579.98999,566.56,579.16998,132357400,78.04369
103,2012-05-31,580.73999,581.5,571.4599599999998,577.73004,122918600,77.84966
104,2012-06-01,569.15997,572.64996,560.52002,560.99005,130246900,75.59393
105,2012-06-04,561.5,567.5,548.5,564.2900400000002,139248900,76.0386
106,2012-06-05,561.27002,566.47003,558.33002,562.83002,97053600,75.84187
107,2012-06-06,567.77002,573.84998,565.5,571.4599599999998,100363900,77.00476
108,2012-06-07,577.2900400000002,577.3200099999998,570.5,571.72003,94941700,77.03981
109,2012-06-08,571.59998,580.58002,569.0,580.32007,86879100,78.19866
110,2012-06-11,587.71997,588.5,570.63,571.16998,147816200,76.96568
111,2012-06-12,574.4599599999998,576.62006,566.69995,576.15997,108845100,77.63809
112,2012-06-13,574.52002,578.47998,570.38,572.15997,73395000,77.09908
113,2012-06-14,571.23999,573.5,567.26001,571.52997,86393300,77.0142
114,2012-06-15,571.0,574.62,569.55005,574.13,83813800,77.36455
115,2012-06-18,570.9599599999998,587.89001,570.37,585.78003,110103000,78.9344
116,2012-06-19,583.40002,590.0,583.10004,587.40997,90351100,79.15404000000002
117,2012-06-20,588.2099599999998,589.25,580.7999900000002,585.73999,89735800,78.92900999999998
118,2012-06-21,585.44006,588.22003,577.44,577.6700400000002,81587800,77.84158000000002
119,2012-06-22,579.0400400000002,582.19,575.41998,582.09998,71117900,78.43851
120,2012-06-25,577.2999900000002,579.7999900000002,570.37,570.76996,76095600,76.91178000000002
121,2012-06-26,571.3299599999998,574.48999,567.33002,572.02997,69134100,77.08157
122,2012-06-27,575.0,576.74005,571.91998,574.5,50749300,77.41441
123,2012-06-28,571.66998,574.0,565.60999,569.05005,70709100,76.68002
124,2012-06-29,578.0,584.0,574.25,584.0,105375200,78.69454
125,2012-07-02,584.73004,593.47003,583.59998,592.52002,100023000,79.84262
126,2012-07-03,594.88,600.0,594.0,599.40997,60428200,80.77105
127,2012-07-05,600.56,614.34003,599.65002,609.94006,121095800,82.18999000000002
128,2012-07-06,607.08997,608.44,601.58002,605.88,104732600,81.6429
129,2012-07-09,605.2999900000002,613.89996,604.10999,613.89001,94851400,82.72224
130,2012-07-10,617.97003,619.87,605.3100599999998,608.2099599999998,127989400,81.95685999999998
131,2012-07-11,606.12,607.65997,597.21997,604.42993,117330500,81.4475
132,2012-07-12,600.23999,603.46997,592.6799900000002,598.89996,107010400,80.70232
133,2012-07-13,602.94995,607.19,600.0,604.97003,77856800,81.52028
134,2012-07-16,605.12,611.62006,605.02002,606.91003,75315100,81.78168000000002
135,2012-07-17,610.78992,611.5,603.15002,606.94,73406200,81.78573
136,2012-07-18,606.58997,608.33997,603.5600599999998,606.25995,63175000,81.69409
137,2012-07-19,611.27997,615.34998,606.0,614.3200099999998,109215400,82.78019
138,2012-07-20,613.02997,614.4399400000002,603.7000099999998,604.2999900000002,99367800,81.42999
139,2012-07-23,594.40002,605.89996,587.71002,603.83002,121993900,81.36665
140,2012-07-24,607.38,609.67993,598.51001,600.91998,141283100,80.97453
141,2012-07-25,574.4599599999998,580.7999900000002,570.0,574.97003,219328200,77.47775
142,2012-07-26,579.76001,580.40002,570.36005,574.87994,101658200,77.46561
143,2012-07-27,575.01001,585.83002,571.58997,585.16003,100984100,78.85086
144,2012-07-30,590.91998,599.44006,587.8200099999998,595.03003,94785600,80.18085
145,2012-07-31,603.22998,611.69995,602.72003,610.76001,115581900,82.30048000000002
146,2012-08-01,615.90997,616.39996,603.0,606.81,96125400,81.76821
147,2012-08-02,602.84003,610.69,600.25,607.78998,83039600,81.90026
148,2012-08-03,613.63,617.98004,611.55994,615.69995,86230200,82.96614
149,2012-08-06,617.2900400000002,624.87,615.26001,622.54993,75525800,83.88918000000002
150,2012-08-07,622.76996,625.0,618.03998,620.91003,72611700,83.6682
151,2012-08-08,619.39001,623.87994,617.09998,619.85999,61176500,83.52671
152,2012-08-09,617.85004,621.72998,617.7999900000002,620.72998,55410600,84.00307
153,2012-08-10,618.7099599999998,621.76001,618.69995,621.70007,48734700,84.13435
154,2012-08-13,623.38995,630.0,623.25,630.0,69708100,85.25758
155,2012-08-14,631.87,638.61005,630.2099599999998,631.69,85042300,85.48628000000002
156,2012-08-15,631.29993,634.0,627.75,630.8299599999998,64335600,85.3699
157,2012-08-16,631.21002,636.76001,630.5,636.33997,63633500,86.11556
158,2012-08-17,640.0,648.19,638.81,648.10999,110690300,87.70839000000002
159,2012-08-20,650.00995,665.15002,649.90002,665.15002,153346200,90.01441
160,2012-08-21,670.8200099999998,674.88,650.33002,656.0600599999998,203179900,88.78426
161,2012-08-22,654.41998,669.0,648.10999,668.87,141330700,90.51783
162,2012-08-23,666.10999,669.89996,661.14996,662.63,105032200,89.67338000000002
163,2012-08-24,659.51001,669.47998,655.5499900000002,663.21997,109335100,89.75322
164,2012-08-27,679.99005,680.87,673.5400400000002,675.6799900000002,106752100,91.43942
165,2012-08-28,674.97998,676.09998,670.66998,674.7999900000002,66854200,91.32034
166,2012-08-29,675.25,677.66998,672.59998,673.46997,50701700,91.14035
167,2012-08-30,670.63995,671.54993,662.85004,663.87,75674900,89.84119
168,2012-08-31,667.25,668.60004,657.25,665.23999,84580300,90.02659
169,2012-09-04,665.75995,675.14001,664.5,674.97003,91973000,91.34335
170,2012-09-05,675.5700099999998,676.34998,669.59998,670.22998,84093800,90.70187
171,2012-09-06,673.16998,678.28998,670.7999900000002,676.27002,97799100,91.51927
172,2012-09-07,678.05005,682.47998,675.76996,680.44,82416600,92.0836
173,2012-09-10,680.44995,683.2900400000002,662.09998,662.73999,121999500,89.68826
174,2012-09-11,665.10999,670.09998,656.5,660.59003,125995800,89.39731
175,2012-09-12,666.85004,669.89996,656.0,669.7900400000002,178058300,90.64234
176,2012-09-13,677.37,685.5,674.77002,682.97998,149590000,92.42733
177,2012-09-14,689.9599599999998,696.97998,687.88995,691.28003,150118500,93.55057
178,2012-09-17,699.34998,699.7999900000002,694.61005,699.77997,99507800,94.70086
179,2012-09-18,699.88,702.33002,696.41998,701.91003,93375800,94.98912
180,2012-09-19,700.26001,703.98999,699.56995,702.10004,81718700,95.01483
181,2012-09-20,699.15997,700.06,693.62,698.70007,84142100,94.55472
182,2012-09-21,702.41003,705.0700099999998,699.35999,700.09003,142897300,94.74283
183,2012-09-24,686.86005,695.12,683.0,690.7900400000002,159941600,93.48426
184,2012-09-25,688.26001,692.77997,673.0,673.5400400000002,129697400,91.14983
185,2012-09-26,668.73999,672.69,661.19995,665.1799900000002,144125800,90.01846
186,2012-09-27,664.28998,682.16998,660.34998,681.3200099999998,148522500,92.20268
187,2012-09-28,678.75,681.10999,666.75,667.10004,133777700,90.27831
188,2012-10-01,671.15997,676.75,656.5,659.39001,135898700,89.23491
189,2012-10-02,661.81,666.35004,650.64996,661.3100599999998,156998100,89.49474000000002
190,2012-10-03,664.86005,671.86005,662.63,671.4500099999998,106070300,90.86699
191,2012-10-04,671.25,674.25,665.5499900000002,666.7999900000002,92681400,90.2377
192,2012-10-05,665.2000099999998,666.0,651.28003,652.58997,148501500,88.31466999999998
193,2012-10-08,646.88,647.56,636.11005,638.16998,159498500,86.36321
194,2012-10-09,638.64996,640.48999,623.5499900000002,635.84998,209649300,86.04925
195,2012-10-10,639.74005,644.97998,637.0,640.90997,127589000,86.73402
196,2012-10-11,646.5,647.19995,628.09998,628.09998,136520300,85.00045
197,2012-10-12,629.56,635.38,625.2999900000002,629.71002,115003700,85.21833000000002
198,2012-10-15,632.34998,635.13,623.84998,634.76001,108125500,85.90174
199,2012-10-16,635.37,650.2999900000002,631.0,649.78998,137442900,87.93575
200,2012-10-17,648.87,652.78992,644.0,644.60999,97259400,87.23474
201,2012-10-18,639.59003,642.0600599999998,630.0,632.63995,119156100,85.61484
202,2012-10-19,631.0499900000002,631.77002,609.62,609.84003,186021500,82.52934
203,2012-10-22,612.41998,635.38,610.76001,634.02997,136682700,85.80295
204,2012-10-23,631.0,633.89996,611.69995,613.36005,176786400,83.0057
205,2012-10-24,621.4399400000002,626.5499900000002,610.64001,616.8299599999998,139631800,83.47528
206,2012-10-25,620.0,622.0,605.5499900000002,609.53998,164081400,82.48873
207,2012-10-26,609.43005,614.0,591.0,604.0,254608200,81.73901
208,2012-10-31,594.88,601.96008,587.69995,595.31995,127500800,80.56435
209,2012-11-01,598.21997,603.0,594.1700400000002,596.5400400000002,90324500,80.72945
210,2012-11-02,595.88995,596.9500099999998,574.75,576.7999900000002,149843400,78.05805
211,2012-11-05,583.52002,587.76996,577.60004,584.62,132283900,79.11633
212,2012-11-06,590.22998,590.74005,580.09003,582.85004,93729300,78.87679
213,2012-11-07,573.83997,574.53998,555.75,558.0,198412200,75.85876
214,2012-11-08,560.63,562.22998,535.2900400000002,537.75,264036500,73.10580999999998
215,2012-11-09,540.41998,554.88,533.71997,547.06,232478400,74.37148
216,2012-11-12,554.15002,554.5,538.64996,542.83002,128950500,73.79642
217,2012-11-13,538.90997,550.47998,536.36005,542.89996,133237300,73.80594
218,2012-11-14,545.5,547.44995,536.17993,536.88,119292600,72.98754
219,2012-11-15,537.53003,539.5,522.62,525.62,197477700,71.45676
220,2012-11-16,525.2000099999998,530.0,505.75,527.6799900000002,316723400,71.73682
221,2012-11-19,540.71008,567.5,539.87994,565.72998,205829400,76.90963
222,2012-11-20,571.91003,571.94995,554.5799599999998,560.90997,160688500,76.25435999999998
223,2012-11-21,564.25,567.37,556.60004,561.7000099999998,93250500,76.36176
224,2012-11-23,567.1700400000002,572.0,562.59998,571.5,68206600,77.69405
225,2012-11-26,575.90002,590.0,573.71002,589.52997,157644900,80.14517
226,2012-11-27,589.5499900000002,590.41998,580.09998,584.78003,133332500,79.49943
227,2012-11-28,577.26996,585.79993,572.26001,582.9399400000002,130216100,79.24928
228,2012-11-29,590.21997,594.25,585.25,589.36005,128674700,80.12207
229,2012-11-30,586.78998,588.39996,582.6799900000002,585.27997,97829900,79.5674
230,2012-12-03,593.64996,594.59003,585.5,586.19,91070000,79.69112
231,2012-12-04,581.80005,581.80005,572.13,575.85004,139267100,78.28542
232,2012-12-05,568.91003,569.25,538.76996,538.7900400000002,261159500,73.2472
233,2012-12-06,528.94,553.31,518.63,547.23999,294303100,74.39595
234,2012-12-07,553.39996,555.20007,530.0,533.25,196760200,72.49405
235,2012-12-10,525.0,538.51001,521.58002,529.81995,157621100,72.02775
236,2012-12-11,539.77002,549.56,537.37,541.39001,148086400,73.60065999999998
237,2012-12-12,547.77002,548.0,536.27002,539.0,121786000,73.27575
238,2012-12-13,531.15002,537.63995,525.80005,529.69,156314900,72.01007
239,2012-12-14,514.75,518.13,505.57996,509.78998,252394800,69.30471999999999
240,2012-12-17,508.93005,520.0,501.23001,518.8299599999998,189401800,70.53368
241,2012-12-18,525.0,534.90002,520.25,533.90002,156421300,72.58242
242,2012-12-19,531.47003,533.7000099999998,525.5,526.31,112342300,71.55058000000002
243,2012-12-20,530.0,530.2000099999998,518.87994,521.73004,120422400,70.92793
244,2012-12-21,512.46997,519.66998,510.24005,519.33002,149067100,70.60166
245,2012-12-24,520.34998,524.25,518.71002,520.16998,43938300,70.71585
246,2012-12-26,519.0,519.46002,511.12,513.0,75609100,69.74110999999999
247,2012-12-27,513.5400400000002,516.25,504.66003,515.06,113780100,70.02116
248,2012-12-28,510.28998,514.47998,508.12,509.58997,88569600,69.27753
